FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
09/01/2024,89967.0,16702.0,106669.0,519967.0,430000.0
10/01/2024,221555.0,17195.0,238750.0,605555.0,384000.0
11/01/2024,422248.0,32881.0,455129.0,859248.0,437000.0
12/01/2024,129109.0,10067.0,139176.0,538109.0,409000.0
13/01/2024,201255.0,7858.0,209113.0,875255.0,674000.0
15/01/2024,52627.0,5773.0,58400.0,460627.0,408000.0
16/01/2024,455334.0,38971.0,494305.0,983334.0,528000.0
17/01/2024,146905.0,12745.0,159650.0,656905.0,510000.0
18/01/2024,67647.0,9253.0,76900.0,630647.0,563000.0
19/01/2024,187641.0,14946.0,202587.0,843641.0,656000.0
20/01/2024,246396.0,44558.0,290954.0,938396.0,692000.0
22/01/2024,460748.0,50633.0,511381.0,896748.0,436000.0
23/01/2024,190634.0,28755.0,219389.0,725634.0,535000.0
24/01/2024,409015.0,16806.0,425821.0,1078015.0,669000.0
25/01/2024,262145.0,21551.0,283696.0,847145.0,585000.0
26/01/2024,133875.0,7451.0,141326.0,664875.0,531000.0
27/01/2024,94265.0,10386.0,104651.0,629265.0,535000.0
29/01/2024,439230.0,24861.0,464091.0,981230.0,542000.0
30/01/2024,550407.0,65642.0,616049.0,1082407.0,532000.0
31/01/2024,80542.0,14912.0,95454.0,623542.0,543000.0
