FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
01/07/2025,298170.0,37999.0,336169.0,793170.0,495000.0
02/07/2025,705482.0,40121.0,745603.0,1360482.0,655000.0
03/07/2025,68502.0,1030.0,69532.0,1078502.0,1010000.0
04/07/2025,225270.0,35535.0,260805.0,1035270.0,810000.0
05/07/2025,166630.0,10669.0,177299.0,1186630.0,1020000.0
07/07/2025,238815.0,15921.0,254736.0,931815.0,693000.0
08/07/2025,143433.0,9319.0,152752.0,653433.0,510000.0
09/07/2025,468788.0,55937.0,524725.0,1311788.0,843000.0
10/07/2025,229778.0,17688.0,247466.0,684778.0,455000.0
11/07/2025,92565.0,16299.0,108864.0,917565.0,825000.0
12/07/2025,220908.0,23210.0,244118.0,1025908.0,805000.0
14/07/2025,542571.0,89529.0,632100.0,1052571.0,510000.0
15/07/2025,325368.0,31491.0,356859.0,750368.0,425000.0
16/07/2025,175143.0,17557.0,192700.0,780143.0,605000.0
17/07/2025,99961.0,12673.0,112634.0,744961.0,645000.0
18/07/2025,190188.0,9509.0,199697.0,725188.0,535000.0
19/07/2025,81046.0,4052.0,85098.0,806046.0,725000.0
21/07/2025,32301.0,3855.0,36156.0,537301.0,505000.0
22/07/2025,127690.0,11408.0,139098.0,522690.0,395000.0
23/07/2025,56352.0,6347.0,62699.0,401352.0,345000.0
24/07/2025,96284.0,4814.0,101098.0,616284.0,520000.0
25/07/2025,327405.0,55315.0,382720.0,989405.0,662000.0
26/07/2025,410461.0,45188.0,455649.0,1595461.0,1185000.0
28/07/2025,213474.0,10674.0,224148.0,608474.0,395000.0
29/07/2025,108765.0,5779.0,114544.0,663765.0,555000.0
30/07/2025,142296.0,10503.0,152799.0,580296.0,438000.0
31/07/2025,281309.0,42289.0,323598.0,646309.0,365000.0
