FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
02/03/2026,378356.0,26224.0,404580.0,853356.0,475000.0
03/03/2026,169104.0,14597.0,183701.0,1114104.0,945000.0
04/03/2026,202609.0,16149.0,218758.0,557609.0,355000.0
05/03/2026,232289.0,28412.0,260701.0,678289.0,446000.0
06/03/2026,203019.0,16080.0,219099.0,826019.0,623000.0
07/03/2026,272828.0,14053.0,286881.0,1371828.0,1099000.0
09/03/2026,173746.0,13029.0,186775.0,552746.0,379000.0
10/03/2026,201690.0,22239.0,223929.0,631690.0,430000.0
11/03/2026,165771.0,9229.0,175000.0,792771.0,627000.0
12/03/2026,76863.0,13137.0,90000.0,687863.0,611000.0
13/03/2026,113219.0,5661.0,118880.0,274219.0,161000.0
14/03/2026,236804.0,12677.0,249481.0,987804.0,751000.0
16/03/2026,139094.0,6955.0,146049.0,668094.0,529000.0
17/03/2026,160104.0,10296.0,170400.0,272104.0,112000.0
18/03/2026,247641.0,22959.0,270600.0,541641.0,294000.0
19/03/2026,74995.0,1805.0,76800.0,700995.0,626000.0
20/03/2026,130476.0,11004.0,141480.0,656476.0,526000.0
21/03/2026,548241.0,36857.0,585098.0,1476241.0,928000.0
23/03/2026,142642.0,15331.0,157973.0,803642.0,661000.0
24/03/2026,238580.0,39214.0,277794.0,793580.0,555000.0
26/03/2026,272128.0,18453.0,290581.0,902128.0,630000.0
