FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
01/04/2025,235863.0,13231.0,249094.0,620863.0,385000.0
02/04/2025,46218.0,8782.0,55000.0,716218.0,670000.0
03/04/2025,298006.0,12690.0,310696.0,958006.0,660000.0
04/04/2025,26667.0,1333.0,28000.0,617667.0,591000.0
05/04/2025,163990.0,14412.0,178402.0,663990.0,500000.0
07/04/2025,62568.0,3128.0,65696.0,512568.0,450000.0
08/04/2025,155744.0,16805.0,172549.0,710744.0,555000.0
09/04/2025,109178.0,9176.0,118354.0,794178.0,685000.0
10/04/2025,27333.0,1367.0,28700.0,600333.0,573000.0
11/04/2025,283659.0,36395.0,320054.0,833659.0,550000.0
12/04/2025,472537.0,43259.0,515796.0,1017537.0,545000.0
14/04/2025,168280.0,8414.0,176694.0,613280.0,445000.0
15/04/2025,211406.0,10467.0,221873.0,1073406.0,862000.0
16/04/2025,201423.0,10927.0,212350.0,1139423.0,938000.0
19/04/2025,247438.0,18611.0,266049.0,1032438.0,785000.0
21/04/2025,87809.0,4390.0,92199.0,607809.0,520000.0
22/04/2025,167711.0,17839.0,185550.0,777711.0,610000.0
23/04/2025,157864.0,10835.0,168699.0,607864.0,450000.0
24/04/2025,134316.0,9657.0,143973.0,522316.0,388000.0
25/04/2025,90866.0,2333.0,93199.0,670866.0,580000.0
26/04/2025,222610.0,18966.0,241576.0,982610.0,760000.0
28/04/2025,46190.0,2310.0,48500.0,559190.0,513000.0
29/04/2025,96951.0,4848.0,101799.0,406951.0,310000.0
30/04/2025,278970.0,13948.0,292918.0,688970.0,410000.0
