FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
02/09/2024,432509.0,46349.0,478858.0,819509.0,387000.0
03/09/2024,471437.0,25924.0,497361.0,852437.0,381000.0
04/09/2024,374284.0,49140.0,423424.0,814284.0,440000.0
05/09/2024,99638.0,5877.0,105515.0,561638.0,462000.0
06/09/2024,129655.0,6482.0,136137.0,568655.0,439000.0
07/09/2024,257924.0,45013.0,302937.0,1016924.0,759000.0
09/09/2024,457759.0,55781.0,513540.0,795759.0,338000.0
10/09/2024,277529.0,23370.0,300899.0,757529.0,480000.0
11/09/2024,241339.0,44814.0,286153.0,792339.0,551000.0
12/09/2024,64690.0,6174.0,70864.0,455690.0,391000.0
13/09/2024,250029.0,22697.0,272726.0,897029.0,647000.0
14/09/2024,272924.0,19413.0,292337.0,1149924.0,877000.0
16/09/2024,295988.0,22709.0,318697.0,763988.0,468000.0
17/09/2024,354072.0,31427.0,385499.0,744072.0,390000.0
18/09/2024,291564.0,26645.0,318209.0,1023564.0,732000.0
19/09/2024,192854.0,13029.0,205883.0,853854.0,661000.0
20/09/2024,337961.0,28992.0,366953.0,1372961.0,1035000.0
21/09/2024,373577.0,41514.0,415091.0,1416577.0,1043000.0
22/09/2024,36134.0,6865.0,42999.0,379134.0,343000.0
23/09/2024,406994.0,24497.0,431491.0,1317994.0,911000.0
24/09/2024,375505.0,18355.0,393860.0,744505.0,369000.0
25/09/2024,396578.0,37631.0,434209.0,935578.0,539000.0
26/09/2024,164149.0,21950.0,186099.0,731149.0,567000.0
27/09/2024,267237.0,27347.0,294584.0,921237.0,654000.0
28/09/2024,246951.0,21124.0,268075.0,927951.0,681000.0
30/09/2024,800819.0,126542.0,927361.0,1300819.0,500000.0
