FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
01/12/2025,255349.0,29196.0,284545.0,925349.0,670000.0
02/12/2025,365233.0,52014.0,417247.0,760233.0,395000.0
03/12/2025,139285.0,6964.0,146249.0,659285.0,520000.0
04/12/2025,0.0,0.0,0.0,695000.0,695000.0
05/12/2025,714001.0,68696.0,782697.0,1329001.0,615000.0
06/12/2025,534577.0,65789.0,600366.0,1529577.0,995000.0
09/12/2025,300962.0,41849.0,342811.0,915962.0,615000.0
10/12/2025,153523.0,14676.0,168199.0,773523.0,620000.0
11/12/2025,233769.0,37883.0,271652.0,878769.0,645000.0
12/12/2025,327391.0,20281.0,347672.0,1104391.0,777000.0
13/12/2025,134188.0,5309.0,139497.0,959188.0,825000.0
15/12/2025,238776.0,21798.0,260574.0,613776.0,375000.0
16/12/2025,986668.0,83416.0,1070084.0,1561668.0,575000.0
17/12/2025,241728.0,85440.0,327168.0,956728.0,715000.0
18/12/2025,357032.0,42041.0,399073.0,1242032.0,885000.0
19/12/2025,270348.0,40153.0,310501.0,1170348.0,900000.0
20/12/2025,326471.0,62029.0,388500.0,1041471.0,715000.0
21/12/2025,197184.0,37717.0,234901.0,1237184.0,1040000.0
22/12/2025,297695.0,56562.0,354257.0,1482695.0,1185000.0
23/12/2025,1436118.0,181395.0,1617513.0,2936118.0,1500000.0
24/12/2025,946284.0,160100.0,1106384.0,2104284.0,1158000.0
26/12/2025,1021053.0,107699.0,1128752.0,1896053.0,875000.0
27/12/2025,309224.0,40219.0,349443.0,1084224.0,775000.0
29/12/2025,645558.0,90018.0,735576.0,1655558.0,1010000.0
30/12/2025,74354.0,10048.0,84402.0,904354.0,830000.0
31/12/2025,452441.0,50878.0,503319.0,1682441.0,1230000.0
