FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
05/01/2026,238643.0,11932.0,250575.0,489218.0,300000.0
06/01/2026,371170.0,51056.0,422226.0,786170.0,415000.0
07/01/2026,106190.0,15231.0,121421.0,516190.0,410000.0
08/01/2026,174555.0,24064.0,198619.0,574555.0,400000.0
09/01/2026,868324.0,48959.0,917283.0,1313324.0,445000.0
10/01/2026,108723.0,9577.0,118300.0,638723.0,530000.0
13/01/2026,457711.0,37768.0,495479.0,739711.0,282000.0
14/01/2026,161092.0,12807.0,173899.0,416092.0,255000.0
15/01/2026,245280.0,11519.0,256799.0,585280.0,340000.0
16/01/2026,0.0,0.0,0.0,255000.0,255000.0
17/01/2026,311547.0,47661.0,359208.0,746547.0,435000.0
19/01/2026,204868.0,12531.0,217399.0,679868.0,475000.0
20/01/2026,148736.0,15367.0,164103.0,825736.0,677000.0
21/01/2026,194522.0,16878.0,211400.0,614522.0,420000.0
22/01/2026,148936.0,21364.0,170300.0,618936.0,470000.0
23/01/2026,277555.0,28125.0,305680.0,877555.0,600000.0
24/01/2026,171411.0,10089.0,181500.0,884411.0,713000.0
26/01/2026,139861.0,13539.0,153400.0,760861.0,621000.0
27/01/2026,379152.0,39548.0,418700.0,914152.0,535000.0
28/01/2026,205888.0,25412.0,231300.0,753888.0,548000.0
29/01/2026,226094.0,11305.0,237399.0,532094.0,306000.0
30/01/2026,96913.0,5787.0,102700.0,422913.0,326000.0
31/01/2026,645711.0,44050.0,689761.0,1281711.0,636000.0
