FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
03/06/2025,588148.0,48737.0,636885.0,1293148.0,705000.0
04/06/2025,5048.0,252.0,5300.0,620048.0,615000.0
05/06/2025,208319.0,39581.0,247900.0,688319.0,480000.0
06/06/2025,67718.0,8202.0,75920.0,627718.0,560000.0
07/06/2025,132077.0,8321.0,140398.0,697077.0,565000.0
09/06/2025,88472.0,1224.0,89696.0,503472.0,415000.0
10/06/2025,93046.0,6253.0,99299.0,559046.0,466000.0
11/06/2025,151878.0,18591.0,170469.0,651878.0,500000.0
12/06/2025,89733.0,2167.0,91900.0,494733.0,405000.0
13/06/2025,115712.0,10629.0,126341.0,580712.0,465000.0
14/06/2025,250597.0,23588.0,274185.0,820597.0,570000.0
16/06/2025,353099.0,26329.0,379428.0,728099.0,375000.0
17/06/2025,274011.0,20089.0,294100.0,699011.0,425000.0
18/06/2025,174446.0,14354.0,188800.0,674446.0,500000.0
19/06/2025,47047.0,2352.0,49399.0,582047.0,535000.0
20/06/2025,3333.0,167.0,3500.0,618333.0,615000.0
21/06/2025,249990.0,22419.0,272409.0,1047990.0,798000.0
24/06/2025,184831.0,9242.0,194073.0,634831.0,450000.0
25/06/2025,127163.0,7198.0,134361.0,769163.0,642000.0
26/06/2025,75485.0,4115.0,79600.0,595485.0,520000.0
27/06/2025,262997.0,43383.0,306380.0,890997.0,628000.0
28/06/2025,190014.0,7879.0,197893.0,1095014.0,905000.0
