FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
01/08/2023,154811.0,13586.0,168397.0,585811.0,431000.0
02/08/2023,296761.0,14838.0,311599.0,714761.0,418000.0
03/08/2023,265133.0,24240.0,289373.0,718133.0,453000.0
04/08/2023,189311.0,9809.0,199120.0,688311.0,499000.0
05/08/2023,335890.0,39371.0,375261.0,894890.0,559000.0
08/08/2023,40941.0,5088.0,46029.0,540941.0,500000.0
09/08/2023,172631.0,8632.0,181263.0,536631.0,364000.0
10/08/2023,26714.0,2543.0,29257.0,375714.0,349000.0
11/08/2023,104185.0,8497.0,112682.0,621185.0,517000.0
12/08/2023,443214.0,36487.0,479701.0,1063214.0,620000.0
14/08/2023,258331.0,42363.0,300694.0,520331.0,262000.0
15/08/2023,277997.0,30614.0,308611.0,633997.0,356000.0
16/08/2023,345041.0,44907.0,389948.0,825041.0,480000.0
17/08/2023,193124.0,29830.0,222954.0,671124.0,478000.0
18/08/2023,218526.0,20962.0,239488.0,632526.0,414000.0
19/08/2023,42070.0,2927.0,44997.0,528070.0,486000.0
22/08/2023,57083.0,2855.0,59938.0,374083.0,317000.0
23/08/2023,204085.0,30603.0,234688.0,759085.0,555000.0
24/08/2023,73165.0,8834.0,81999.0,555165.0,482000.0
25/08/2023,319411.0,20678.0,340089.0,916411.0,597000.0
26/08/2023,23383.0,2577.0,25960.0,597383.0,574000.0
28/08/2023,52436.0,5564.0,58000.0,668436.0,616000.0
29/08/2023,37757.0,1889.0,39646.0,625757.0,588000.0
30/08/2023,196944.0,5320.0,202264.0,719944.0,523000.0
31/08/2023,168927.0,5985.0,174912.0,780927.0,612000.0
