FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
01/02/2025,910582.0,58200.0,968782.0,1815582.0,905000.0
03/02/2025,159703.0,12828.0,172531.0,689703.0,530000.0
04/02/2025,98095.0,13305.0,111400.0,708095.0,610000.0
05/02/2025,173604.0,19351.0,192955.0,623604.0,450000.0
06/02/2025,259702.0,33997.0,293699.0,804702.0,545000.0
07/02/2025,149304.0,16717.0,166021.0,1196304.0,1047000.0
08/02/2025,204459.0,17868.0,222327.0,1064459.0,860000.0
10/02/2025,143617.0,7181.0,150798.0,611617.0,468000.0
11/02/2025,165761.0,15335.0,181096.0,652761.0,487000.0
12/02/2025,11651.0,1748.0,13399.0,696651.0,685000.0
13/02/2025,265744.0,42842.0,308586.0,645744.0,380000.0
14/02/2025,147225.0,12173.0,159398.0,627225.0,480000.0
15/02/2025,163789.0,21320.0,185109.0,658789.0,495000.0
17/02/2025,89741.0,10158.0,99899.0,497741.0,408000.0
18/02/2025,281488.0,32310.0,313798.0,751488.0,470000.0
19/02/2025,11207.0,1663.0,12870.0,331207.0,320000.0
20/02/2025,64615.0,12277.0,76892.0,649615.0,585000.0
21/02/2025,142062.0,8366.0,150428.0,632062.0,490000.0
22/02/2025,438712.0,50996.0,489708.0,983712.0,545000.0
24/02/2025,310789.0,48784.0,359573.0,843789.0,533000.0
25/02/2025,225711.0,11286.0,236997.0,750711.0,525000.0
26/02/2025,196250.0,22989.0,219239.0,696250.0,500000.0
27/02/2025,187313.0,17216.0,204529.0,662313.0,475000.0
28/02/2025,130859.0,13943.0,144802.0,695859.0,565000.0
