FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
01/08/2024,541697.0,22539.0,564236.0,1136697.0,595000.0
02/08/2024,98156.0,9790.0,107946.0,741156.0,643000.0
03/08/2024,277131.0,28421.0,305552.0,1137131.0,860000.0
05/08/2024,468801.0,46251.0,515052.0,916801.0,448000.0
06/08/2024,92627.0,4972.0,97599.0,640627.0,548000.0
08/08/2024,592800.0,38145.0,630945.0,1106800.0,514000.0
09/08/2024,137379.0,6868.0,144247.0,581379.0,444000.0
10/08/2024,495412.0,36011.0,531423.0,959412.0,464000.0
12/08/2024,581029.0,36541.0,617570.0,1081029.0,500000.0
13/08/2024,232607.0,24662.0,257269.0,768607.0,536000.0
14/08/2024,192759.0,21890.0,214649.0,679759.0,487000.0
15/08/2024,122857.0,6142.0,128999.0,624857.0,502000.0
16/08/2024,211088.0,29426.0,240514.0,742088.0,531000.0
17/08/2024,166200.0,11940.0,178140.0,761200.0,595000.0
20/08/2024,188648.0,19526.0,208174.0,806648.0,618000.0
21/08/2024,353434.0,31387.0,384821.0,849434.0,496000.0
22/08/2024,318024.0,26598.0,344622.0,926024.0,608000.0
23/08/2024,461456.0,70838.0,532294.0,1169456.0,708000.0
24/08/2024,282349.0,24253.0,306602.0,1131349.0,849000.0
26/08/2024,245381.0,19327.0,264708.0,822381.0,577000.0
27/08/2024,152457.0,24126.0,176583.0,647457.0,495000.0
28/08/2024,82836.0,4141.0,86977.0,756836.0,674000.0
29/08/2024,172052.0,14132.0,186184.0,616052.0,444000.0
30/08/2024,156694.0,24105.0,180799.0,667694.0,511000.0
31/08/2024,474985.0,44219.0,519204.0,1090985.0,616000.0
