FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
01/09/2023,250345.0,38865.0,289210.0,737345.0,487000.0
02/09/2023,626536.0,53674.0,680210.0,1182536.0,556000.0
04/09/2023,193388.0,8044.0,201436.0,695388.0,502000.0
05/09/2023,334312.0,60473.0,394790.0,744312.0,410000.0
06/09/2023,215642.0,26631.0,242279.0,540642.0,325000.0
07/09/2023,159975.0,9446.0,169421.0,620975.0,461000.0
08/09/2023,298860.0,43342.0,342202.0,699860.0,401000.0
09/09/2023,70949.0,8549.0,79498.0,870949.0,800000.0
11/09/2023,292872.0,12178.0,305050.0,756872.0,464000.0
12/09/2023,72027.0,7280.0,79307.0,486027.0,414000.0
13/09/2023,190530.0,11527.0,202057.0,666530.0,476000.0
14/09/2023,187439.0,16776.0,204215.0,700439.0,513000.0
15/09/2023,241058.0,20554.0,261612.0,775058.0,534000.0
16/09/2023,712151.0,79858.0,792009.0,1384151.0,672000.0
18/09/2023,83404.0,5171.0,88575.0,501404.0,418000.0
19/09/2023,59887.0,8654.0,68541.0,547887.0,488000.0
20/09/2023,143226.0,11362.0,154588.0,546226.0,403000.0
21/09/2023,57739.0,8056.0,65795.0,538739.0,481000.0
22/09/2023,534887.0,82521.0,617408.0,1140887.0,606000.0
23/09/2023,341642.0,35416.0,377058.0,877642.0,536000.0
25/09/2023,489006.0,49510.0,538516.0,850006.0,361000.0
26/09/2023,95237.0,9556.0,104793.0,634237.0,539000.0
27/09/2023,132186.0,12583.0,144769.0,470186.0,338000.0
28/09/2023,0.0,0.0,0.0,419000.0,419000.0
29/09/2023,161123.0,30076.0,191199.0,718123.0,557000.0
30/09/2023,462627.0,28808.0,491435.0,1061627.0,599000.0
