FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
02/12/2024,1030783.0,68536.0,1099319.0,2050783.0,1020000.0
03/12/2024,383901.0,88292.0,472193.0,1283901.0,900000.0
04/12/2024,139746.0,17113.0,156859.0,839746.0,700000.0
05/12/2024,197272.0,17296.0,214568.0,962272.0,765000.0
06/12/2024,273324.0,33352.0,306676.0,1233324.0,960000.0
07/12/2024,348905.0,45196.0,394101.0,1083905.0,735000.0
09/12/2024,313082.0,14355.0,327437.0,979082.0,666000.0
10/12/2024,74881.0,4476.0,79357.0,662881.0,588000.0
11/12/2024,499613.0,74614.0,574227.0,1081613.0,582000.0
12/12/2024,146284.0,99814.0,246098.0,1026284.0,880000.0
13/12/2024,267641.0,20283.0,287924.0,877641.0,610000.0
14/12/2024,781239.0,96269.0,877508.0,1955239.0,1174000.0
16/12/2024,425354.0,62345.0,487699.0,1173354.0,748000.0
17/12/2024,656066.0,88434.0,744500.0,1766066.0,1110000.0
18/12/2024,799031.0,145308.0,944339.0,1764031.0,965000.0
19/12/2024,241087.0,34856.0,275943.0,1157087.0,916000.0
20/12/2024,295972.0,57554.0,353526.0,1445972.0,1150000.0
21/12/2024,877940.0,107694.0,985634.0,2217940.0,1340000.0
22/12/2024,761555.0,118910.0,880465.0,1896555.0,1135000.0
23/12/2024,669951.0,99260.0,769211.0,2017951.0,1348000.0
24/12/2024,3092023.0,77993.0,3170016.0,4234023.0,1142000.0
26/12/2024,1456038.0,160729.0,1616767.0,2346038.0,890000.0
27/12/2024,298634.0,41168.0,339802.0,1428634.0,1130000.0
28/12/2024,793438.0,72557.0,865995.0,1731438.0,938000.0
30/12/2024,307140.0,40819.0,347959.0,1537140.0,1230000.0
31/12/2024,532015.0,88196.0,620211.0,1705015.0,1173000.0
