FECHA,VENTAS_PRE,IVA,VENTAS_POST,TOTAL VENTAS DÍA,PELUQUERÍA
01/06/2024,404045.0,23095.0,427140.0,1101045.0,697000.0
04/06/2024,23333.0,1166.0,24499.0,495333.0,472000.0
05/06/2024,150259.0,3278.0,153537.0,713259.0,563000.0
06/06/2024,203196.0,25033.0,228229.0,771196.0,568000.0
07/06/2024,174743.0,3734.0,178477.0,683743.0,509000.0
08/06/2024,125798.0,23901.0,149699.0,689798.0,564000.0
11/06/2024,122990.0,19901.0,142891.0,435990.0,313000.0
12/06/2024,52571.0,2628.0,55199.0,618571.0,566000.0
13/06/2024,110518.0,6332.0,116850.0,546518.0,436000.0
14/06/2024,222767.0,26432.0,249199.0,781767.0,559000.0
15/06/2024,278118.0,25072.0,303190.0,874118.0,596000.0
17/06/2024,259326.0,21313.0,280639.0,723326.0,464000.0
18/06/2024,128643.0,16015.0,144658.0,636643.0,508000.0
19/06/2024,98840.0,9059.0,107899.0,601840.0,503000.0
20/06/2024,344567.0,15259.0,359826.0,680567.0,336000.0
21/06/2024,43753.0,7846.0,51599.0,417753.0,374000.0
22/06/2024,181373.0,2073.0,183446.0,953373.0,772000.0
24/06/2024,427221.0,66485.0,493706.0,977221.0,550000.0
25/06/2024,67267.0,12780.0,80047.0,492267.0,425000.0
26/06/2024,642133.0,34342.0,676475.0,1195133.0,553000.0
27/06/2024,451565.0,68030.0,519595.0,965565.0,514000.0
28/06/2024,524287.0,37438.0,561725.0,1027287.0,503000.0
29/06/2024,621702.0,40966.0,662668.0,1528702.0,907000.0
