id,name,reference,status,price,category_id,available_quantity,iva_percentage,iva,total_sold_quantity,total_revenue
527,ABSORBENTE DE ORINA,,inactive,10000.0,5063,0.0,19.0,1900.0,0.0,0.0
142,ACEITE LUBRICANTE 120 ML,,inactive,23109.0,5063,0.0,19.0,4390.71,0.0,0.0
56,ACONDICIONADOR CREMA PROTEIN VITAL 100 ML ARTERO,,inactive,58176.0,5063,0.0,19.0,11053.44,0.0,0.0
2335,ACONDICIONADOR HIDRATANTE PELUNOS,,inactive,50420.0,5063,0.0,19.0,9579.8,0.0,0.0
2331,ALANA BANDANA L,,active,25210.0,5063,0.0,19.0,4789.9,1.0,25210.0
2330,ALANA BANDANA M,,active,25210.0,5063,2.0,19.0,4789.9,2.0,50420.0
2329,ALANA BANDANA S,,active,25210.0,5063,6.0,19.0,4789.9,3.0,75630.0
2328,ALANA BANDANA XS,,active,25210.0,5063,1.0,19.0,4789.9,3.0,75630.0
1831,ALFORJAS DOG SCOUT,,inactive,116806.0,5063,0.0,19.0,22193.14,0.0,0.0
1448,ALITAS DE POLLO,,inactive,476.0,5063,0.0,5.0,23.8,0.0,0.0
1788,ALMOHAZA PARA PERRO GRO 5933,,active,28151.0,5063,0.0,19.0,5348.69,0.0,0.0
474,AMARRE MULTIUSOS GRANDE,,active,40000.0,5063,0.0,19.0,7600.0,0.0,0.0
598,AQUADOG X206,,inactive,13866.0,5063,0.0,19.0,2634.54,0.0,0.0
1120,ARENA PETYS 4.5 KG,,inactive,30252.0,5063,0.0,19.0,5747.88,0.0,0.0
2225,ARENA PREMIUM PATIMAX 6L LAVANDA 4.8KG,,inactive,41640.0,5063,0.0,19.0,7911.6,0.0,0.0
1071,ARENA ROYAL CAT SIN AROMA BOLSA X 5KG,,inactive,32192.0,5063,0.0,19.0,6116.48,0.0,0.0
1068,ARENA ROYAL CAT AROMA TALCO BEBE TARRO X 6.35 KG,,inactive,26122.0,5063,0.0,19.0,4963.18,0.0,0.0
1072,ARENA ROYAL CAT LAVANDA 5 KG,,active,19893.0,5063,1.0,19.0,3779.67,5.0,140481.235295
1069,ARENA ROYAL CAT TARRO SIN AROMA X 6.35 KG,,inactive,26672.0,5063,0.0,19.0,5067.68,0.0,0.0
1070,ARENA ROYAL TALCO DE BEBE X 5 KG,,inactive,19893.0,5063,0.0,19.0,3779.67,0.0,0.0
922,ARENERA ARISTO TRAY L AZUL OSCURO,,inactive,43438.0,5063,0.0,19.0,8253.22,0.0,0.0
251,ARENERA BOX,,active,69328.0,5063,1.0,19.0,13172.32,3.0,207984.0
2037,ARENERA CLEAR CAT 20 NEGRO,,active,102269.0,5063,3.0,19.0,19431.11,1.0,102269.0
833,ARENERA CON CERNIDOR GRIS,,inactive,106398.0,5063,0.0,19.0,20215.62,0.0,0.0
925,ARENERA CON CERNIDOR GRIS XL,,inactive,93083.0,5063,0.0,19.0,17685.77,0.0,0.0
793,ARENERA ESQUINERA AZUL OSCURO - P5,,inactive,76923.0,5063,0.0,19.0,14615.37,0.0,0.0
841,ARENERA ESQUINERA FUSCIA - P5,,inactive,76923.0,5063,0.0,19.0,14615.37,0.0,0.0
792,ARENERA ESQUINERA GRIS CLARO,,active,114033.613445,5063,1.0,19.0,21666.39,0.0,0.0
791,ARENERA ESQUINERA GRIS CLARO - P5,,inactive,76923.0,5063,0.0,19.0,14615.37,0.0,0.0
794,ARENERA ESQUINERA VERDE LIMON,,inactive,103534.0,5063,0.0,19.0,19671.46,0.0,0.0
795,ARENERA ESQUINERA VERDE LIMON - P5,,inactive,76923.0,5063,0.0,19.0,14615.37,0.0,0.0
1087,ARENERA ESTILO ITALIANO,,active,109663.0,5063,1.0,19.0,20835.97,0.0,0.0
788,ARENERA FLIP CAT 39 LARGE AZUL,,inactive,75923.0,5063,0.0,19.0,14425.37,0.0,0.0
840,ARENERA FLIP CAT 39 LARGE FUCSIA,,inactive,75923.0,5063,0.0,19.0,14425.37,0.0,0.0
2620,ARENERA FLIP CAT 39 LARGE NARANJA,,active,108151.260504,5063,0.0,19.0,20548.74,1.0,108151.260504
783,ARENERA FLIP CAT JUMBO 43.9 VERDE,,inactive,159664.0,5063,0.0,19.0,30336.16,0.0,0.0
926,ARENERA GATO ARISTO TRAY L AZUL OSCURO,,inactive,38655.0,5063,0.0,19.0,7344.45,0.0,0.0
921,ARENERA GATO ARISTO TRAY L GRIS,,active,50672.0,5063,0.0,19.0,9627.68,1.0,50672.0
842,ARENERA GATO ARISTO TRAY L HOT PINK,,active,50672.0,5063,0.0,19.0,9627.68,2.0,105293.84873900001
920,ARENERA GATO ARISTO TRAY L VERDE LIMON,,inactive,38655.0,5063,0.0,19.0,7344.45,0.0,0.0
1101,ARENERA GATO CLEAR CAT 10 NEGRO,,inactive,55081.0,5063,0.0,19.0,10465.39,0.0,0.0
1102,ARENERA GATO CLEAR CAT 10 ROJO,,inactive,55081.0,5063,0.0,19.0,10465.39,0.0,0.0
1769,ARENERA GATO MAXI BELLA CABRIO,,inactive,173367.0,5063,0.0,19.0,32939.73,0.0,0.0
1728,ARENERA GATO MODERNA,,inactive,59159.0,5063,0.0,19.0,11240.21,0.0,0.0
1761,ARENERA GATO TRAY NIP PLUS 10,,inactive,34260.0,5063,0.0,19.0,6509.4,0.0,0.0
1798,ARENERA GATO TRAY NIP PLUS 20,,inactive,42663.0,5063,0.0,19.0,8105.97,0.0,0.0
799,ARENERA HERCULES 39 CATS IN LOVE,,active,72437.0,5063,1.0,19.0,13763.03,1.0,72437.0
912,ARENERA HERCULES 39 EDEN,,active,72437.0,5063,0.0,19.0,13763.03,2.0,144874.0
800,ARENERA HERCULES 39 FF,,inactive,47833.0,5063,0.0,19.0,9088.27,0.0,0.0
832,ARENERA HERCULES 39 LUXURIOUS,,inactive,51583.0,5063,0.0,19.0,9800.77,0.0,0.0
875,ARENERA HERCULES 39 MAASAI,,active,72437.0,5063,1.0,19.0,13763.03,1.0,72437.0
858,ARENERA MEGA COMFY FUSCIA - P5,,inactive,176923.0,5063,0.0,19.0,33615.37,0.0,0.0
775,ARENERA MEGA COMFY GRIS - P5,,inactive,176923.0,5063,0.0,19.0,33615.37,0.0,0.0
859,ARENERA MEGA STEP GRIS,,inactive,63348.0,5063,0.0,19.0,12036.12,0.0,0.0
860,ARENERA MEGA STEP HOT PINK,,inactive,75758.0,5063,0.0,19.0,14394.02,0.0,0.0
1965,ARENERA PRIMA LOOSE,,active,116387.0,5063,0.0,19.0,22113.53,1.0,84033.613445
2612,ARENERA SEMICERRADA B,PR22A,active,42000.0,5063,1.0,19.0,7980.0,0.0,0.0
916,ARENERA SMART CAT CORAL,,inactive,119328.0,5063,0.0,19.0,22672.32,0.0,0.0
790,ARENERA SMART CAT HOT PINK,,active,99731.0,5063,1.0,19.0,18948.89,0.0,0.0
861,ARENERA TOP CAT,,active,126556.0,5063,1.0,19.0,24045.64,0.0,0.0
796,"ARENERA TRENDY CAT 39,5 CATS IN LOVE",,inactive,85000.0,5063,0.0,19.0,16150.0,0.0,0.0
911,"ARENERA TRENDY CAT 39,5 EDEN",,inactive,139753.0,5063,0.0,19.0,26553.07,0.0,0.0
850,"ARENERA TRENDY CAT 39,5 FF AZUL",,inactive,85000.0,5063,0.0,19.0,16150.0,0.0,0.0
839,"ARENERA TRENDY CAT 39,5 FF AZUL OSCURO",,inactive,125015.0,5063,0.0,19.0,23752.85,0.0,0.0
802,"ARENERA TRENDY CAT 39,5 FF VERDE",,inactive,85000.0,5063,0.0,19.0,16150.0,0.0,0.0
801,"ARENERA TRENDY CAT 39,5 FF VIOLETA",,inactive,139753.0,5063,0.0,19.0,26553.07,0.0,0.0
829,"ARENERA TRENDY CAT 39,5 LUXURIOUS",,inactive,139753.0,5063,0.0,19.0,26553.07,0.0,0.0
881,"ARENERA TRENDY CAT 39,5 MAASAI",,inactive,125015.0,5063,0.0,19.0,23752.85,0.0,0.0
797,"ARENERA TRENDY CAT 44,8 CATS IN LOVE",,inactive,175952.0,5063,0.0,19.0,33430.88,0.0,0.0
910,"ARENERA TRENDY CAT 44,8 EDEN",,inactive,175952.0,5063,0.0,19.0,33430.88,0.0,0.0
851,"ARENERA TRENDY CAT 44,8 FF AZUL",,inactive,156172.0,5063,0.0,19.0,29672.68,0.0,0.0
804,"ARENERA TRENDY CAT 44,8 FF VERDE",,inactive,156000.0,5063,0.0,19.0,29640.0,0.0,0.0
803,"ARENERA TRENDY CAT 44,8 FF VIOLETA",,inactive,130769.0,5063,0.0,19.0,24846.11,0.0,0.0
874,"ARENERA TRENDY CAT 44,8 MAASAI",,inactive,175952.0,5063,0.0,19.0,33430.88,0.0,0.0
830,"ARENERA TRENDY CATS 44,8 X 57,4 X 42,7 CM LUXURIOUS",,inactive,168971.0,5063,0.0,19.0,32104.49,0.0,0.0
2333,ARENERO + PLATO L,,active,89000.0,5063,1.0,19.0,16910.0,1.0,89000.0
2381,ARENERO PARA MASCOTA,,inactive,84034.0,5063,0.0,19.0,15966.46,0.0,0.0
2380,ARENERO PARA MASCOTAS,,inactive,38655.0,5063,0.0,19.0,7344.45,0.0,0.0
2526,ARENERO ROSA,,active,92352.941176,5063,1.0,19.0,17547.06,0.0,0.0
2525,ARENERO Y55,,inactive,31028.0,5063,0.0,19.0,5895.32,0.0,0.0
2529,ARENERO Y89,,inactive,129282.0,5063,0.0,19.0,24563.58,0.0,0.0
2677,ARENES DE PELUQUERIA 50 CMS,,active,21555.0,5063,4.0,19.0,4095.45,0.0,0.0
1257,ARNES CAMINATA BRUNNO M 3QT,,active,50336.0,5063,1.0,19.0,9563.84,0.0,0.0
1258,ARNES CAMINATA BRUNNO M 9I6,,active,50336.0,5063,0.0,19.0,9563.84,1.0,50336.0
1255,ARNES CAMINATA BRUNNO S 3QT,,active,41933.0,5063,1.0,19.0,7967.27,0.0,0.0
1256,ARNES CAMINATA BRUNO S 9I6,,active,41933.0,5063,0.0,19.0,7967.27,1.0,41933.0
1484,ARNES CAMINATA PECHERA HEIKUL M 3DW,,active,92353.0,5063,0.0,19.0,17547.07,0.0,0.0
1270,ARNES CAMINATA PECHERA TOBY S 6JX,,active,50336.0,5063,0.0,19.0,9563.84,0.0,0.0
2580,ARNES CON TRAILLA BICOLOR,PA129S,active,24500.0,5063,0.0,19.0,4655.0,1.0,24500.0
2578,ARNES CON TRAILLA RALLAS CON MOÑO L,PA128L,active,18300.0,5063,1.0,19.0,3477.0,2.0,35106.722689
2579,ARNES CON TRAILLA RAYAS CON MOÑO S,PA128S,active,15300.0,5063,1.0,19.0,2907.0,2.0,30600.0
634,ARNES CORBATIN,,inactive,20000.0,5063,0.0,19.0,3800.0,0.0,0.0
1173,ARNES DE CAMINATA BRUNO M N01,,active,50336.0,5063,1.0,19.0,9563.84,0.0,0.0
1172,ARNES DE CAMINATA BRUNO S N01,,active,41933.0,5063,0.0,19.0,7967.27,2.0,83866.0
1174,ARNES DE CAMINATA FIGGO M 5RX,,active,50336.0,5063,1.0,19.0,9563.84,0.0,0.0
1223,ARNES DE CAMINATA PECHERA HEIKUL L,,active,92437.0,5063,0.0,19.0,17563.03,0.0,0.0
1264,ARNES DE CAMINATA PECHERA HEIKUL L 3QT,,active,92353.0,5063,0.0,19.0,17547.07,0.0,0.0
1224,ARNES DE CAMINATA PECHERA HEIKUL L 4H3,,active,92353.0,5063,0.0,19.0,17547.07,0.0,0.0
1266,ARNES DE CAMINATA PECHERA HEIKUL L 5C9,,active,92353.0,5063,0.0,19.0,17547.07,0.0,0.0
1265,ARNES DE CAMINATA PECHERA HEIKUL L 9I6,,active,92353.0,5063,1.0,19.0,17547.07,0.0,0.0
1171,ARNES DE CAMINATA PECHERA HEIKUL L N01,,active,92353.0,5063,0.0,19.0,17547.07,0.0,0.0
1222,ARNES DE CAMINATA PECHERA HEIKUL M,,active,83950.0,5063,0.0,19.0,15950.5,0.0,0.0
1221,ARNES DE CAMINATA PECHERA HEIKUL M,,active,83950.0,5063,0.0,19.0,15950.5,0.0,0.0
1261,ARNES DE CAMINATA PECHERA HEIKUL M 3QT,,active,92353.0,5063,0.0,19.0,17547.07,2.0,184706.0
1263,ARNES DE CAMINATA PECHERA HEIKUL M 5C9,,active,92353.0,5063,0.0,19.0,17547.07,1.0,92353.0
1262,ARNES DE CAMINATA PECHERA HEIKUL M 9I6,,active,92353.0,5063,0.0,19.0,17547.07,2.0,184706.0
1170,ARNES DE CAMINATA PECHERA HEIKUL M N01,,active,92353.0,5063,0.0,19.0,17547.07,0.0,0.0
1220,ARNES DE CAMINATA PECHERA HEIKUL S,,active,75546.0,5063,0.0,19.0,14353.74,0.0,0.0
1219,ARNES DE CAMINATA PECHERA HEIKUL S,,active,75546.0,5063,0.0,19.0,14353.74,0.0,0.0
1259,ARNES DE CAMINATA PECHERA HEIKUL S 3QT,,active,83950.0,5063,0.0,19.0,15950.5,2.0,167900.0
1260,ARNES DE CAMINATA PECHERA HEIKUL S 9I6,,active,83950.0,5063,0.0,19.0,15950.5,2.0,167900.0
1169,ARNES DE CAMINATA PECHERA HEIKUL S N01,,active,83950.0,5063,0.0,19.0,15950.5,0.0,0.0
2416,ARNES DE CAMINATA PECHERA HEIKUL XL,,active,92353.0,5063,0.0,19.0,17547.07,0.0,0.0
1314,ARNES DE CAMINATA PECHERA HEIKUL XS 3QT,,active,83950.0,5063,1.0,19.0,15950.5,1.0,83950.0
1315,ARNES DE CAMINATA PECHERA HEIKUL XS 9I6,,active,83950.0,5063,0.0,19.0,15950.5,1.0,83950.0
1168,ARNES DE CAMINATA PECHERA HEIKUL XS N01,,active,83950.0,5063,0.0,19.0,15950.5,0.0,0.0
1237,ARNES DE CAMINATA PECHERA TOBY M,,active,58740.0,5063,0.0,19.0,11160.6,1.0,58740.0
1239,ARNES DE CAMINATA PECHERA TOBY M,,active,58740.0,5063,0.0,19.0,11160.6,0.0,0.0
1238,ARNES DE CAMINATA PECHERA TOBY M 1JZ,,active,58740.0,5063,0.0,19.0,11160.6,0.0,0.0
1272,ARNES DE CAMINATA PECHERA TOBY M 3QT,,active,58740.0,5063,0.0,19.0,11160.6,1.0,58740.0
2683,ARNES DE CAMINATA PECHERA TOBY M 4DO,,active,58739.495798,5063,2.0,19.0,11160.5,0.0,0.0
2684,ARNES DE CAMINATA PECHERA TOBY M 5QC,,active,58739.495798,5063,1.0,19.0,11160.5,1.0,58739.495798
1236,ARNES DE CAMINATA PECHERA TOBY M 5RX,,active,58740.0,5063,0.0,19.0,11160.6,0.0,0.0
2685,ARNES DE CAMINATA PECHERA TOBY M 8C6,,active,58739.495798,5063,1.0,19.0,11160.5,2.0,117478.991596
1273,ARNES DE CAMINATA PECHERA TOBY M 9I6,,active,58740.0,5063,0.0,19.0,11160.6,0.0,0.0
1271,ARNES DE CAMINATA PECHERA TOBY S,,active,50336.0,5063,0.0,19.0,9563.84,0.0,0.0
1167,ARNES DE CAMINATA PECHERA TOBY S,,active,14202.0,5063,0.0,19.0,2698.38,0.0,0.0
1235,ARNES DE CAMINATA PECHERA TOBY S,,active,58740.0,5063,0.0,19.0,11160.6,0.0,0.0
1233,ARNES DE CAMINATA PECHERA TOBY S,,active,50336.0,5063,0.0,19.0,9563.84,0.0,0.0
1234,ARNES DE CAMINATA PECHERA TOBY S 1JZ,,active,50336.0,5063,0.0,19.0,9563.84,0.0,0.0
2681,ARNES DE CAMINATA PECHERA TOBY S 5QC,,active,50336.134454,5063,1.0,19.0,9563.87,1.0,50336.134454
2682,ARNES DE CAMINATA PECHERA TOBY S 8C6,,active,50336.134454,5063,1.0,19.0,9563.87,2.0,100672.268908
1232,ARNES DE CAMINATA PECHERA TOBY XS 0WN,,active,41933.0,5063,0.0,19.0,7967.27,0.0,0.0
1267,ARNES DE CAMINATA PECHERA TOBY XS 3QT,,active,41933.0,5063,1.0,19.0,7967.27,0.0,0.0
1269,ARNES DE CAMINATA PECHERA TOBY XS 5C9,,active,41933.0,5063,0.0,19.0,7967.27,0.0,0.0
2679,ARNES DE CAMINATA PECHERA TOBY XS 5QC,,active,41932.773109,5063,1.0,19.0,7967.23,1.0,41932.773109
2680,ARNES DE CAMINATA PECHERA TOBY XS 8C6,,active,41932.773109,5063,2.0,19.0,7967.23,0.0,0.0
1268,ARNES DE CAMINATA PECHERA TOBY XS 9I6,,active,41933.0,5063,0.0,19.0,7967.27,0.0,0.0
2562,ARNES MASCOTA LEASH PA23 TALLA S,PA23,active,38090.0,5063,1.0,19.0,7237.1,0.0,0.0
2563,ARNES MASCOTAS LEASH PA23 TALLA L,PA23 L,active,50400.0,5063,-1.0,19.0,9576.0,1.0,50400.0
2565,ARNES MASCOTAS PA23 TALLA M,PA23 M,active,44500.0,5063,0.0,19.0,8455.0,1.0,44500.0
2564,ARNES MASCOTAS PA23 TALLA XL,PA23 XL,active,58800.0,5063,1.0,19.0,11172.0,1.0,58800.0
2561,ARNES PA16 XS,PA16,active,34900.0,5063,-1.0,19.0,6631.0,2.0,69800.0
1078,ARNES PARA MASCOTAS XS,,active,21597.0,5063,0.0,19.0,4103.43,0.0,0.0
1079,ARNES PARA MASCOTAS S,,active,25210.0,5063,0.0,19.0,4789.9,0.0,0.0
1033,ARNES PREMIUM CROSSFIT TALLA M ROJO,,active,53777.0,5063,1.0,19.0,10217.63,0.0,0.0
1046,ARNES PREMIUN CROSSFIT TALLA S AZUL,,active,50952.0,5063,1.0,19.0,9680.88,0.0,0.0
539,ARNES VESTIDO M,,inactive,27353.0,5063,0.0,19.0,5197.07,0.0,0.0
538,ARNES VESTIDO S,,inactive,26154.0,5063,0.0,19.0,4969.26,0.0,0.0
537,ARNES VESTIDO XS,,inactive,24664.0,5063,0.0,19.0,4686.16,0.0,0.0
1774,ARNES Y CORREA CON CASCABEL,,active,36973.0,5063,0.0,19.0,7024.87,0.0,0.0
1617,ATLANTA CAT COLLAR,,inactive,19463.0,5063,0.0,19.0,3697.97,0.0,0.0
53,AURIGEL LIMPIADOR DEL OIDO 100 ML ARTERO,,inactive,45249.0,5063,0.0,19.0,8597.31,0.0,0.0
1628,BABY PADS X 14 UND,,inactive,49790.0,5063,0.0,19.0,9460.1,0.0,0.0
1566,BABY PADS X 30 UND,,inactive,67097.0,5063,0.0,19.0,12748.43,0.0,0.0
1567,BABY PADS X 50 UND,,inactive,155913.0,5063,0.0,19.0,29623.47,0.0,0.0
115,BALL PRICE PEQUEÑA,,active,11732.0,5063,0.0,19.0,2229.08,1.0,11732.0
120,BALL PRIZE GRANDE,,active,17580.0,5063,2.0,19.0,3340.2,1.0,6722.689076
1371,BALSAMO HUMECTANTE DE HUELLAS Y NARIZ,,active,32353.0,5063,1.0,19.0,6147.07,5.0,161765.0
524,BANDANA DOGOWEAR,,active,30000.0,5063,3.0,19.0,5700.0,0.0,0.0
1571,BANDEJA DOG TOALET AZUL + CESPED SINTETICO,,active,82742.0,5063,0.0,19.0,15720.98,0.0,0.0
1572,BANDEJA DOG TOALET ROJO + CESPED SINTETICO,,active,82742.0,5063,0.0,19.0,15720.98,0.0,0.0
1330,BAÑO SECO 150 ML,,active,14117.647059,5063,2.0,19.0,2682.35,0.0,0.0
2376,BARA GATO,,active,6723.0,5063,1.0,19.0,1277.37,0.0,0.0
593,BARA PARA GATO X116,,active,6723.0,5063,0.0,19.0,1277.37,3.0,21009.02521
595,BARITA X167,,active,10084.0,5063,0.0,19.0,1915.96,4.0,40336.0
1391,BARQUILLO DESHIDRATADO UNIDAD,,active,317.0,5063,35.0,5.0,15.85,251.0,79567.0
2347,BASTON NAVIDEÑO,,inactive,1905.0,5063,0.0,5.0,95.25,0.0,0.0
195,BATERIA DE REPUESTO AGR+,,active,240862.0,5063,0.0,19.0,45763.78,0.0,0.0
2346,BEBDERO MASCOTAS,,active,7627.0,5063,0.0,19.0,1449.13,0.0,0.0
378,BEBEDERO AUTOMATICO PET LODGE 2.8 LTS,,inactive,62307.0,5063,0.0,19.0,11838.33,0.0,0.0
923,"BEBEDERO AUTOMATICO SMART SIPPER 1,5 LT AZUL OSCURO",,active,27149.0,5063,0.0,19.0,5158.31,1.0,25210.084034
781,"BEBEDERO AUTOMATICO SMART SIPPER 1,5 LT GRIS",,active,21077.0,5063,0.0,19.0,4004.63,0.0,0.0
782,"BEBEDERO AUTOMATICO SMART SIPPER 1,5 LT GRIS",,active,34776.0,5063,0.0,19.0,6607.44,1.0,25210.084034
764,"BEBEDERO AUTOMATICO SMART SIPPER 1,5 LT VERDE LIMON",,active,34776.0,5063,1.0,19.0,6607.44,0.0,0.0
972,BEBEDERO CICLOVIA VERTICAL AQUA DOG,,active,12863.0,5063,0.0,19.0,2443.97,0.0,0.0
937,BEBEDERO PARA MASCOTAS ZF4,,active,90756.0,5063,0.0,19.0,17243.64,1.0,90756.0
1773,BEBEDERO PERRO PORTABLE BOTELLA L,,active,15772.0,5063,0.0,19.0,2996.68,0.0,0.0
1579,BEBEDERO PLAST PERRO PELO LARGO 1000 ML AZUL,,active,29735.0,5063,1.0,19.0,5649.65,0.0,0.0
1580,BEBEDERO PLAST PERRO PELO LARGO 1000 ML FUCSIA,,active,29735.0,5063,1.0,19.0,5649.65,0.0,0.0
1581,BEBEDERO PLAST PERRO PELO LARGO 1000 ML ROJO,,active,29735.0,5063,0.0,19.0,5649.65,0.0,0.0
1153,BEBEDERO PORTATIL VITO,,active,20924.0,5063,1.0,19.0,3975.56,0.0,0.0
1159,BEBEDERO PORTATIL VITO,,active,20924.0,5063,1.0,19.0,3975.56,0.0,0.0
1160,BEBEDERO PORTATIL VITO,,active,20924.0,5063,1.0,19.0,3975.56,0.0,0.0
1161,BEBEDERO PORTATIL VITO,,active,20924.0,5063,0.0,19.0,3975.56,0.0,0.0
1162,BEBEDERO PORTATIL VITO,,active,20924.0,5063,0.0,19.0,3975.56,1.0,20924.0
1163,BEBEDERO PORTATIL VITO,,active,20924.0,5063,0.0,19.0,3975.56,1.0,20924.0
1588,BEEP CAT CARE SHAMPOO X 502 ML/17OZ,,active,40504.0,5063,2.0,19.0,7695.76,0.0,0.0
1587,BEEPS 2 IN 1 SHAMPOO X 502 ML/17OZ,,active,40504.0,5063,1.0,19.0,7695.76,6.0,243024.0
1601,BEEPS DRY BATH X 200 ML,,inactive,30672.0,5063,0.0,19.0,5827.68,0.0,0.0
1586,BEEPS MOISTURIZING CONTIDIONER X 502 ML/17OZ,,active,38498.0,5063,0.0,19.0,7314.62,2.0,76996.0
1589,BEEPS MOISTURUZING SHAMPOO X 502 ML/17OZ,,active,38529.0,5063,1.0,19.0,7320.51,3.0,115587.0
1602,BEEPS WHITENING SHAMPOO,,inactive,40420.0,5063,0.0,19.0,7679.8,0.0,0.0
2656,BEFF JERKY X 100GR,,active,7619.047619,5063,3.0,5.0,380.95,6.0,40190.476192999995
34,BERRY FRESH TODO USO GRANDE OSTER 78299-705,,inactive,200000.0,5063,0.0,19.0,38000.0,0.0,0.0
144,BERRY FRESH TODO USO MEDIANO 1L OSTER 78399-700,,inactive,34483.0,5063,0.0,19.0,6551.77,0.0,0.0
148,BERRY FRESH TODO USO PEQUEÑO OSTER 78299-700,,inactive,30769.0,5063,0.0,19.0,5846.11,0.0,0.0
643,BHN BULLDOG FRANCES PUP 10 KG,,inactive,358571.0,5063,0.0,5.0,17928.55,0.0,0.0
642,BHN BULLDOG PUP 3 KG,,inactive,132380.0,5063,0.0,5.0,6619.0,0.0,0.0
79,BHN CHIHUAHUA AD 1.13 KG,,inactive,58380.0,5063,0.0,5.0,2919.0,0.0,0.0
75,BHN FR BULLDOG PUP 1.3 KG,,inactive,58000.0,5063,0.0,5.0,2900.0,0.0,0.0
645,BHN FR BULLDOG PUP 3 KG,,inactive,132380.0,5063,0.0,5.0,6619.0,0.0,0.0
644,BHN FRENCH BULLDOG AD 3 KG,,inactive,120475.0,5063,0.0,5.0,6023.75,0.0,0.0
640,BHN POODLE AD 1.5 KG,,inactive,63714.0,5063,0.0,5.0,3185.7,0.0,0.0
641,BHN SHIH TZU AD 1.5 KG,,inactive,71332.0,5063,0.0,5.0,3566.6,0.0,0.0
77,BHN SHIH TZU PUP 1.13 KG,,inactive,56095.0,5063,0.0,5.0,2804.75,0.0,0.0
637,BHN SHIH TZU PUPPY 1.5 KG,,inactive,78952.0,5063,0.0,5.0,3947.6,0.0,0.0
76,BHN YORKSHIRE AD 1.13 KG,,inactive,58285.0,5063,0.0,5.0,2914.25,0.0,0.0
78,BHN YORKSHIRE PUP 1.13 KG,,inactive,57047.0,5063,0.0,5.0,2852.35,0.0,0.0
37,BLACK PEARL GRANDE OSTER 78299-745,,inactive,200000.0,5063,0.0,19.0,38000.0,0.0,0.0
543,BLUSA BOLERO 0 - 1 - XS,,active,24107.0,5063,0.0,19.0,4580.33,0.0,0.0
547,BLUSA BOLERO L,,active,34821.0,5063,0.0,19.0,6615.99,0.0,0.0
546,BLUSA BOLERO M,,active,31250.0,5063,0.0,19.0,5937.5,0.0,0.0
544,BLUSA BOLERO S,,active,27678.0,5063,0.0,19.0,5258.82,0.0,0.0
1437,BOFE PULMON DESHIDRATADO X 50 GR,,active,5000.0,5063,0.0,5.0,250.0,8.0,40000.0
1799,BOLA HAMSTER BALOON PA 5222,,inactive,27924.0,5063,0.0,19.0,5305.56,0.0,0.0
1570,BOLA MACIZA 60MM COLORES SURTIDOS,,active,8619.0,5063,0.0,19.0,1637.61,5.0,42663.722689999995
2693,BOLSA 65X85X50 DELGADA,,active,6302.521008,5063,51.0,19.0,1197.48,0.0,0.0
443,BOLSA SRTA EVA GRANDE,,inactive,1258.0,5063,0.0,19.0,239.02,0.0,0.0
444,BOLSA SRTA EVA PEQUEÑA,,inactive,1010.0,5063,0.0,19.0,191.9,0.0,0.0
1217,BOLSO MASCOTA KIRA,,active,125966.0,5063,0.0,19.0,23933.54,1.0,125966.0
1218,BOLSO MASCOTA KIRA2,,inactive,125966.0,5063,0.0,19.0,23933.54,0.0,0.0
446,BOSTON TERRIER SENTADO,,active,101846.0,5063,1.0,19.0,19350.74,0.0,0.0
632,BOTAS PARA MASCOTA L,,inactive,18923.0,5063,0.0,19.0,3595.37,0.0,0.0
631,BOTAS PARA MASCOTA M,,inactive,17923.0,5063,0.0,19.0,3405.37,0.0,0.0
630,BOTAS PARAMASCOTA S,,inactive,16923.0,5063,0.0,19.0,3215.37,0.0,0.0
486,BOZAL BULL TALLA S,,active,41006.0,5063,0.0,19.0,7791.14,0.0,0.0
1038,BOZAL CANASTILLA #4,,active,14286.0,5063,0.0,19.0,2714.34,0.0,0.0
390,BOZAL NO 2 REF 045-2,,active,11300.0,5063,0.0,19.0,2147.0,0.0,0.0
388,BOZAL NO 4 REF 045-4,,active,12600.0,5063,0.0,19.0,2394.0,0.0,0.0
389,BOZAL NO 5 REF 045-5,,active,13100.0,5063,0.0,19.0,2489.0,0.0,0.0
2660,BOZAL TALLA S,,active,28000.0,5063,2.0,0.0,0.0,0.0,0.0
121,BRAID TOY G,,active,17605.0,5063,1.0,19.0,3344.95,0.0,0.0
256,BRUSH CUT G,,active,36198.0,5063,0.0,19.0,6877.62,0.0,0.0
255,BRUSH CUT P,,active,33613.0,5063,0.0,19.0,6386.47,1.0,39495.798319
452,BULLDOG FRANCES BLANCO,,active,332538.0,5063,1.0,19.0,63182.22,0.0,0.0
2515,BUNGEE PUPPY CON ARO,,active,27689.0,5063,3.0,19.0,5260.91,0.0,0.0
2407,BUZO ANIMAL PRINT ROSADO M,,active,44000.0,5063,0.0,19.0,8360.0,0.0,0.0
2408,BUZO ANIMAL PRINT ROSADO S,,active,43000.0,5063,0.0,19.0,8170.0,0.0,0.0
2409,BUZO ANIMAL PRINT ROSADO XS,,active,41000.0,5063,0.0,19.0,7790.0,0.0,0.0
2460,BUZO ANIMALITOS 1,,active,25384.0,5063,0.0,19.0,4822.96,0.0,0.0
